@RELATION ImageDataset

@ATTRIBUTE hue NUMERIC
@ATTRIBUTE saturation NUMERIC
@ATTRIBUTE value NUMERIC
@ATTRIBUTE area NUMERIC
@ATTRIBUTE class {wholegrain, groats, broken}

@DATA
19, 102, 163, 3298, wholegrain
18, 98, 149, 5106, wholegrain
20, 90, 133, 4480, wholegrain
21, 76, 157, 3300, wholegrain
22, 88, 153, 4636, wholegrain
21, 83, 154, 4356, wholegrain
19, 103, 134, 4318, wholegrain
20, 95, 124, 4332, wholegrain
19, 113, 147, 4033, wholegrain
20, 72, 155, 4864, wholegrain
19, 117, 146, 5289, wholegrain
20, 96, 148, 3978, wholegrain
26, 85, 105, 5358, wholegrain
87, 32, 79, 1036, wholegrain
138, 12, 108, 14088, wholegrain
102, 65, 98, 1404, wholegrain
100, 33, 47, 33120, wholegrain
21, 104, 150, 7905, wholegrain
17, 89, 169, 10744, wholegrain
21, 86, 169, 3456, wholegrain
27, 67, 38, 12358, wholegrain
20, 88, 168, 6765, wholegrain
19, 105, 150, 5080, wholegrain
24, 42, 115, 6360, wholegrain
18, 97, 161, 4488, wholegrain
19, 94, 147, 4536, wholegrain
20, 92, 172, 8122, wholegrain
20, 93, 175, 5846, wholegrain
22, 79, 152, 19998, wholegrain
20, 84, 143, 5152, wholegrain
18, 116, 125, 6232, wholegrain
20, 109, 136, 3636, wholegrain
23, 76, 168, 3993, wholegrain
21, 116, 134, 6118, wholegrain
18, 115, 148, 6475, wholegrain
17, 98, 148, 6426, wholegrain
19, 97, 144, 3441, wholegrain
21, 96, 151, 4329, wholegrain
22, 75, 122, 3090, wholegrain
18, 115, 126, 5024, wholegrain
20, 121, 150, 6150, wholegrain
19, 106, 147, 9394, wholegrain
22, 97, 147, 6032, wholegrain
21, 96, 152, 4995, wholegrain
19, 99, 183, 4224, wholegrain
19, 120, 159, 3570, wholegrain
17, 113, 145, 6480, wholegrain
19, 95, 172, 4332, wholegrain
17, 97, 113, 9301, wholegrain
20, 114, 146, 8428, wholegrain
23, 96, 133, 4900, wholegrain
21, 99, 173, 4768, wholegrain
20, 102, 142, 4323, wholegrain
22, 96, 136, 9261, wholegrain
19, 106, 156, 5576, wholegrain
22, 125, 170, 5577, wholegrain
21, 106, 145, 4410, wholegrain
16, 111, 143, 3815, wholegrain
20, 94, 152, 4690, wholegrain
17, 94, 127, 3955, wholegrain
18, 115, 157, 3080, wholegrain
19, 78, 147, 8967, wholegrain
21, 88, 122, 8131, wholegrain
19, 91, 134, 6020, wholegrain
20, 107, 138, 6396, wholegrain
20, 83, 162, 5781, wholegrain
25, 127, 90, 7301, wholegrain
21, 108, 146, 5600, wholegrain
19, 101, 156, 4514, wholegrain
20, 94, 158, 6270, wholegrain
20, 96, 164, 7448, wholegrain
18, 128, 149, 5740, wholegrain
21, 107, 124, 5246, wholegrain
20, 87, 164, 4032, wholegrain
19, 87, 167, 5600, wholegrain
20, 93, 173, 5187, wholegrain
22, 83, 163, 11440, wholegrain
19, 116, 147, 5421, wholegrain
18, 107, 136, 7176, wholegrain
21, 109, 180, 6346, wholegrain
19, 78, 161, 3876, wholegrain
23, 53, 158, 17952, wholegrain
20, 91, 137, 7040, wholegrain
21, 96, 151, 6864, wholegrain
19, 99, 139, 4148, wholegrain
19, 106, 123, 11780, wholegrain
17, 126, 136, 4403, wholegrain
20, 96, 164, 4323, wholegrain
19, 106, 154, 7134, wholegrain
18, 91, 134, 12556, wholegrain
23, 77, 165, 3885, wholegrain
20, 87, 162, 4662, wholegrain
20, 88, 169, 4880, wholegrain
18, 98, 164, 5986, wholegrain
20, 101, 141, 4914, wholegrain
19, 98, 127, 6882, wholegrain
17, 84, 151, 10324, wholegrain
20, 102, 158, 3180, wholegrain
21, 115, 135, 6972, wholegrain
20, 95, 166, 4000, wholegrain
20, 84, 169, 3920, wholegrain
20, 99, 160, 4674, wholegrain
19, 119, 137, 5031, wholegrain
165, 127, 36, 10290, wholegrain
19, 99, 159, 5240, wholegrain
19, 80, 162, 3072, wholegrain
20, 107, 164, 6525, wholegrain
17, 81, 132, 5320, wholegrain
20, 119, 120, 12397, wholegrain
20, 86, 172, 5724, wholegrain
20, 94, 163, 3927, wholegrain
19, 112, 152, 4318, wholegrain
19, 86, 160, 3960, wholegrain
157, 74, 31, 13448, wholegrain
20, 101, 157, 6048, wholegrain
64, 35, 102, 3270, wholegrain
20, 79, 168, 4760, wholegrain
18, 108, 142, 4572, wholegrain
22, 65, 142, 3286, wholegrain
20, 99, 141, 6760, wholegrain
20, 67, 103, 10011, wholegrain
19, 113, 156, 5120, wholegrain
23, 87, 146, 5840, wholegrain
18, 84, 176, 3488, wholegrain
20, 100, 145, 2639, wholegrain
23, 86, 158, 4256, wholegrain
17, 113, 142, 7093, wholegrain
20, 77, 155, 8832, wholegrain
21, 111, 163, 8892, wholegrain
21, 130, 92, 6253, wholegrain
20, 109, 148, 5600, wholegrain
18, 88, 173, 4284, wholegrain
20, 85, 156, 8100, wholegrain
21, 84, 176, 3045, wholegrain
20, 93, 176, 3584, wholegrain
20, 99, 176, 17214, wholegrain
17, 106, 151, 6750, wholegrain
24, 68, 181, 8383, wholegrain
20, 92, 156, 5016, wholegrain
17, 88, 166, 3434, wholegrain
21, 106, 161, 6512, wholegrain
20, 94, 162, 8715, wholegrain
20, 92, 160, 4212, wholegrain
20, 108, 158, 4020, wholegrain
20, 97, 157, 5772, wholegrain
17, 95, 172, 10400, wholegrain
20, 99, 149, 4690, wholegrain
17, 96, 114, 6916, wholegrain
21, 113, 129, 9129, wholegrain
20, 89, 158, 4068, wholegrain
21, 78, 154, 4658, wholegrain
19, 97, 144, 6027, wholegrain
21, 86, 161, 4270, wholegrain
21, 91, 131, 6550, wholegrain
19, 108, 144, 7182, wholegrain
19, 108, 153, 6510, wholegrain
18, 108, 165, 8393, wholegrain
19, 91, 148, 5842, wholegrain
18, 89, 166, 5535, wholegrain
20, 104, 154, 9230, wholegrain
19, 112, 164, 6314, wholegrain
18, 100, 160, 4864, wholegrain
17, 70, 179, 6660, wholegrain
20, 93, 179, 4104, wholegrain
17, 111, 145, 6555, wholegrain
20, 90, 161, 6048, wholegrain
20, 88, 169, 3696, wholegrain
19, 88, 165, 4176, wholegrain
20, 90, 162, 3936, wholegrain
18, 108, 97, 11544, wholegrain
21, 87, 143, 6800, wholegrain
19, 69, 160, 16112, wholegrain
17, 91, 166, 4305, wholegrain
17, 72, 176, 5125, wholegrain
20, 108, 156, 3780, wholegrain
20, 96, 151, 6123, wholegrain
22, 72, 153, 5396, wholegrain
21, 92, 155, 6118, wholegrain
23, 82, 150, 4218, wholegrain
18, 149, 72, 11956, wholegrain
21, 106, 149, 6026, wholegrain
17, 104, 155, 3850, wholegrain
17, 98, 169, 7004, wholegrain
21, 101, 142, 3636, wholegrain
18, 96, 164, 6747, wholegrain
20, 84, 176, 6320, wholegrain
21, 114, 150, 5985, wholegrain
18, 92, 138, 7308, wholegrain
19, 90, 162, 4914, wholegrain
19, 110, 165, 4251, wholegrain
19, 93, 151, 13300, wholegrain
19, 91, 149, 8295, wholegrain
19, 91, 166, 6118, wholegrain
18, 101, 151, 4536, wholegrain
19, 88, 157, 5546, wholegrain
20, 91, 157, 5502, wholegrain
17, 102, 137, 5848, wholegrain
20, 100, 148, 5502, wholegrain
18, 112, 173, 4956, wholegrain
19, 107, 160, 5715, wholegrain
21, 92, 136, 5754, wholegrain
20, 91, 190, 4488, wholegrain
17, 109, 147, 5966, wholegrain
18, 103, 149, 4750, wholegrain
20, 114, 147, 5655, wholegrain
22, 76, 157, 7663, wholegrain
21, 102, 135, 5106, wholegrain
21, 93, 135, 4248, wholegrain
22, 102, 145, 5822, wholegrain
18, 102, 168, 3842, wholegrain
19, 122, 149, 6142, wholegrain
17, 137, 132, 4800, wholegrain
20, 88, 136, 5576, wholegrain
21, 81, 164, 3927, wholegrain
20, 102, 162, 5220, wholegrain
22, 91, 146, 4360, wholegrain
22, 82, 133, 4953, wholegrain
24, 94, 117, 4033, wholegrain
17, 86, 136, 3780, wholegrain
20, 137, 140, 5240, wholegrain
18, 89, 144, 6191, wholegrain
20, 101, 147, 6720, wholegrain
96, 29, 87, 19152, wholegrain
19, 78, 167, 3763, wholegrain
22, 83, 163, 7828, wholegrain
17, 88, 166, 8694, wholegrain
19, 109, 157, 7267, wholegrain
21, 77, 162, 5160, wholegrain
19, 76, 181, 17516, wholegrain
23, 91, 174, 3990, wholegrain
20, 99, 142, 5494, wholegrain
23, 74, 152, 7840, wholegrain
19, 96, 151, 5846, wholegrain
19, 125, 145, 5472, wholegrain
20, 82, 180, 4403, wholegrain
22, 72, 138, 19019, wholegrain
19, 104, 176, 5000, wholegrain
21, 103, 146, 5360, wholegrain
21, 98, 125, 16906, wholegrain
18, 95, 132, 4551, wholegrain
23, 97, 126, 4968, wholegrain
17, 100, 160, 4080, wholegrain
22, 81, 167, 5600, wholegrain
20, 117, 142, 4420, wholegrain
20, 89, 195, 12474, wholegrain
20, 95, 155, 5494, wholegrain
21, 90, 139, 5016, wholegrain
17, 90, 179, 5085, wholegrain
17, 102, 148, 4032, wholegrain
18, 82, 159, 5109, wholegrain
20, 102, 160, 3255, wholegrain
23, 53, 130, 4590, wholegrain
20, 119, 135, 5289, wholegrain
20, 103, 169, 3332, wholegrain
18, 88, 142, 3420, wholegrain
17, 120, 121, 6525, wholegrain
20, 80, 169, 3708, wholegrain
18, 93, 159, 2205, wholegrain
20, 97, 132, 3404, wholegrain
19, 94, 165, 4960, wholegrain
45, 59, 43, 7854, wholegrain
20, 90, 165, 2870, wholegrain
23, 81, 157, 2379, wholegrain
24, 108, 125, 4242, wholegrain
21, 98, 162, 2628, wholegrain
21, 82, 131, 2924, wholegrain
18, 90, 125, 3024, wholegrain
21, 81, 152, 3150, wholegrain
19, 106, 132, 6300, wholegrain
20, 81, 107, 2516, wholegrain
24, 102, 107, 2448, wholegrain
20, 83, 126, 1820, wholegrain
20, 92, 160, 5488, wholegrain
23, 74, 100, 1176, wholegrain
83, 40, 82, 12960, wholegrain
19, 107, 167, 6160, wholegrain
17, 88, 159, 4602, wholegrain
19, 103, 149, 5304, wholegrain
19, 93, 165, 4070, wholegrain
17, 86, 163, 3468, wholegrain
23, 73, 123, 5576, wholegrain
19, 100, 165, 3740, wholegrain
17, 106, 145, 4480, wholegrain
20, 110, 134, 3936, wholegrain
18, 113, 154, 4752, wholegrain
17, 119, 144, 4216, wholegrain
20, 126, 128, 9620, wholegrain
18, 96, 154, 4180, wholegrain
20, 107, 177, 6840, wholegrain
20, 110, 160, 5617, wholegrain
17, 95, 172, 3535, wholegrain
20, 120, 140, 6232, wholegrain
17, 110, 137, 5676, wholegrain
18, 90, 142, 3627, wholegrain
19, 102, 135, 5652, wholegrain
19, 83, 151, 3456, wholegrain
20, 101, 147, 7144, wholegrain
20, 95, 170, 8610, wholegrain
20, 102, 123, 4104, wholegrain
24, 76, 144, 7772, wholegrain
16, 90, 173, 6204, wholegrain
19, 106, 145, 4788, wholegrain
20, 127, 143, 5577, wholegrain
16, 99, 159, 3700, wholegrain
19, 90, 151, 3535, wholegrain
24, 90, 113, 5624, wholegrain
20, 98, 145, 3565, wholegrain
20, 93, 118, 7350, wholegrain
18, 113, 136, 6765, wholegrain
19, 89, 138, 4788, wholegrain
21, 83, 148, 6650, wholegrain
19, 75, 174, 5004, wholegrain
19, 96, 157, 3200, wholegrain
20, 80, 146, 3456, wholegrain
18, 109, 143, 4864, wholegrain
21, 94, 163, 4872, wholegrain
20, 77, 173, 4066, wholegrain
18, 100, 156, 4726, wholegrain
16, 98, 143, 5781, wholegrain
19, 96, 141, 5226, wholegrain
19, 122, 140, 6552, wholegrain
24, 102, 140, 3927, wholegrain
25, 79, 106, 4521, wholegrain
20, 90, 176, 3960, wholegrain
20, 78, 170, 4536, wholegrain
20, 96, 141, 5304, wholegrain
23, 86, 164, 2850, wholegrain
18, 108, 165, 5994, wholegrain
34, 94, 19, 17596, wholegrain
18, 87, 179, 11454, wholegrain
20, 97, 153, 3710, wholegrain
21, 64, 151, 4370, wholegrain
25, 73, 125, 5495, wholegrain
23, 67, 133, 4292, wholegrain
19, 83, 139, 5889, wholegrain
19, 77, 179, 4182, wholegrain
23, 95, 153, 6424, wholegrain
19, 89, 129, 5425, wholegrain
19, 109, 166, 5734, wholegrain
17, 115, 159, 3330, wholegrain
22, 103, 166, 19886, wholegrain
19, 102, 162, 6624, wholegrain
22, 95, 166, 3168, wholegrain
19, 116, 143, 3565, wholegrain
29, 58, 88, 11096, wholegrain
19, 82, 164, 5244, wholegrain
18, 95, 150, 4900, wholegrain
20, 99, 168, 3774, wholegrain
19, 110, 163, 4625, wholegrain
20, 72, 164, 3135, wholegrain
18, 113, 147, 6253, wholegrain
23, 91, 184, 2619, wholegrain
20, 115, 140, 5688, wholegrain
21, 88, 139, 4140, wholegrain
20, 120, 132, 6513, wholegrain
17, 109, 152, 4554, wholegrain
16, 90, 155, 3848, wholegrain
21, 94, 152, 5148, wholegrain
20, 65, 145, 5032, wholegrain
18, 110, 157, 6118, wholegrain
20, 106, 139, 5434, wholegrain
19, 116, 152, 6640, wholegrain
27, 62, 147, 6300, wholegrain
21, 76, 128, 23214, wholegrain
19, 106, 144, 8424, wholegrain
22, 89, 112, 6232, wholegrain
20, 121, 139, 6806, wholegrain
20, 99, 150, 5762, wholegrain
21, 93, 159, 4640, wholegrain
19, 83, 159, 5600, wholegrain
21, 87, 141, 4025, wholegrain
21, 103, 119, 5106, wholegrain
21, 115, 133, 10098, wholegrain
23, 64, 16, 1681, wholegrain
18, 139, 147, 6812, wholegrain
19, 98, 140, 3808, wholegrain
20, 96, 151, 4464, wholegrain
18, 89, 146, 4323, wholegrain
20, 83, 173, 4030, wholegrain
19, 87, 152, 3978, wholegrain
20, 98, 162, 3888, wholegrain
18, 91, 137, 4940, wholegrain
22, 96, 157, 5120, wholegrain
18, 87, 144, 5640, wholegrain
23, 103, 124, 6950, wholegrain
23, 82, 137, 4454, wholegrain
23, 90, 136, 4235, wholegrain
18, 88, 153, 4060, wholegrain
22, 79, 126, 4192, wholegrain
18, 110, 141, 6068, wholegrain
21, 98, 158, 3296, wholegrain
20, 98, 151, 5265, wholegrain
17, 95, 171, 3872, wholegrain
19, 105, 139, 6854, wholegrain
20, 92, 144, 4641, wholegrain
19, 87, 141, 4726, wholegrain
20, 93, 159, 4905, wholegrain
18, 92, 161, 5280, wholegrain
20, 91, 159, 8601, wholegrain
20, 95, 153, 5360, wholegrain
20, 111, 142, 5640, wholegrain
18, 124, 134, 3842, wholegrain
17, 91, 163, 4758, wholegrain
20, 98, 166, 4865, wholegrain
19, 106, 171, 3780, wholegrain
18, 104, 154, 3944, wholegrain
20, 78, 143, 4224, wholegrain
18, 124, 130, 5220, wholegrain
21, 85, 187, 8154, wholegrain
22, 100, 151, 5740, wholegrain
19, 91, 152, 3885, wholegrain
19, 100, 156, 4860, wholegrain
20, 86, 131, 5054, wholegrain
20, 113, 145, 6426, wholegrain
27, 67, 111, 4068, wholegrain
20, 88, 131, 3488, wholegrain
18, 90, 142, 4114, wholegrain
18, 98, 177, 4592, wholegrain
17, 94, 146, 12738, wholegrain
21, 88, 150, 23700, wholegrain
18, 78, 150, 3740, wholegrain
23, 78, 98, 5547, wholegrain
20, 78, 171, 7449, wholegrain
20, 91, 140, 5472, wholegrain
20, 115, 142, 5655, wholegrain
23, 71, 126, 4515, wholegrain
20, 95, 147, 4248, wholegrain
22, 116, 123, 11858, wholegrain
20, 95, 169, 9020, wholegrain
20, 103, 158, 6594, wholegrain
19, 95, 147, 3538, wholegrain
21, 69, 136, 5092, wholegrain
21, 86, 177, 3600, wholegrain
19, 106, 154, 4032, wholegrain
19, 90, 168, 6760, wholegrain
19, 106, 161, 6612, wholegrain
20, 94, 169, 4588, wholegrain
21, 75, 160, 5848, wholegrain
20, 84, 177, 5436, wholegrain
19, 86, 143, 3060, wholegrain
19, 91, 120, 3808, wholegrain
20, 90, 159, 5772, wholegrain
21, 75, 163, 18300, wholegrain
23, 84, 155, 2976, wholegrain
21, 86, 143, 4995, wholegrain
17, 83, 123, 5966, wholegrain
19, 111, 149, 5217, wholegrain
21, 106, 135, 4140, wholegrain
18, 107, 159, 3478, wholegrain
16, 99, 154, 4840, wholegrain
19, 88, 176, 13410, wholegrain
18, 94, 166, 5016, wholegrain
18, 84, 185, 7370, wholegrain
20, 102, 162, 4320, wholegrain
20, 91, 146, 5365, wholegrain
17, 86, 171, 7040, wholegrain
20, 84, 171, 3264, wholegrain
19, 108, 158, 4100, wholegrain
21, 113, 136, 5624, wholegrain
19, 93, 150, 5070, wholegrain
21, 84, 143, 6630, wholegrain
21, 88, 139, 5616, wholegrain
23, 98, 145, 4624, wholegrain
19, 93, 170, 5160, wholegrain
21, 143, 180, 4840, wholegrain
20, 109, 159, 5775, wholegrain
16, 60, 132, 4644, wholegrain
21, 67, 145, 5304, wholegrain
21, 86, 155, 3740, wholegrain
18, 93, 146, 5280, wholegrain
19, 84, 164, 4025, wholegrain
18, 96, 164, 3570, wholegrain
22, 88, 157, 4992, wholegrain
18, 102, 133, 5586, wholegrain
20, 91, 129, 3616, wholegrain
20, 109, 131, 5510, wholegrain
22, 90, 122, 5184, wholegrain
20, 97, 166, 4212, wholegrain
20, 89, 166, 6956, wholegrain
21, 105, 134, 6806, wholegrain
17, 115, 146, 7015, wholegrain
17, 108, 149, 6090, wholegrain
22, 90, 167, 4224, wholegrain
23, 86, 131, 4736, wholegrain
22, 58, 115, 4080, wholegrain
18, 97, 147, 2356, wholegrain
19, 90, 162, 3367, wholegrain
19, 90, 144, 4270, wholegrain
21, 94, 165, 6480, wholegrain
19, 91, 166, 4640, wholegrain
21, 74, 124, 3472, wholegrain
21, 88, 142, 5658, wholegrain
20, 107, 138, 5928, wholegrain
18, 104, 152, 3300, wholegrain
20, 76, 148, 4445, wholegrain
21, 80, 150, 5130, wholegrain
19, 119, 144, 3290, wholegrain
20, 101, 147, 3744, wholegrain
20, 99, 154, 4284, wholegrain
20, 109, 122, 4588, wholegrain
17, 100, 140, 4028, wholegrain
23, 92, 122, 2937, wholegrain
20, 58, 145, 8742, wholegrain
20, 108, 137, 5957, wholegrain
19, 99, 137, 3672, wholegrain
18, 110, 163, 4500, wholegrain
20, 94, 154, 4290, wholegrain
15, 123, 89, 5248, wholegrain
19, 71, 154, 6612, wholegrain
20, 110, 128, 6760, wholegrain
19, 98, 166, 4248, wholegrain
20, 88, 160, 5148, wholegrain
21, 87, 161, 3584, wholegrain
21, 83, 165, 3255, wholegrain
24, 82, 149, 5148, wholegrain
21, 86, 148, 5282, wholegrain
18, 116, 150, 4025, wholegrain
20, 84, 161, 3520, wholegrain
22, 72, 164, 3286, wholegrain
19, 95, 164, 4250, wholegrain
18, 95, 161, 5720, wholegrain
19, 99, 139, 3894, wholegrain
22, 82, 143, 5421, wholegrain
18, 86, 158, 3672, wholegrain
19, 85, 171, 4445, wholegrain
19, 92, 150, 3842, wholegrain
18, 97, 140, 5112, wholegrain
20, 115, 168, 7802, wholegrain
20, 74, 127, 9457, wholegrain
20, 89, 152, 6120, wholegrain
19, 104, 81, 12994, wholegrain
21, 81, 169, 5548, wholegrain
19, 86, 190, 3936, wholegrain
20, 108, 174, 4810, wholegrain
21, 86, 145, 4386, wholegrain
17, 85, 90, 5143, wholegrain
17, 104, 160, 5292, wholegrain
18, 95, 150, 2970, wholegrain
20, 100, 166, 3003, wholegrain
19, 87, 167, 5699, wholegrain
20, 100, 169, 5016, wholegrain
20, 104, 162, 5220, wholegrain
19, 121, 160, 5328, wholegrain
19, 100, 123, 7440, wholegrain
19, 92, 152, 4760, wholegrain
20, 123, 153, 5217, wholegrain
21, 76, 138, 5125, wholegrain
24, 69, 158, 4524, wholegrain
20, 81, 166, 6335, wholegrain
21, 112, 130, 4165, wholegrain
18, 90, 151, 4185, wholegrain
18, 102, 168, 3434, wholegrain
19, 100, 166, 4488, wholegrain
21, 86, 174, 3816, wholegrain
21, 104, 150, 5109, wholegrain
20, 92, 144, 4726, wholegrain
21, 71, 118, 3286, wholegrain
20, 121, 143, 5520, wholegrain
20, 104, 140, 4180, wholegrain
18, 103, 161, 5688, wholegrain
21, 117, 157, 3094, wholegrain
19, 67, 126, 5040, wholegrain
20, 100, 153, 3745, wholegrain
20, 110, 170, 4836, wholegrain
20, 82, 161, 3808, wholegrain
19, 98, 169, 5168, wholegrain
20, 79, 151, 5324, wholegrain
21, 89, 158, 3420, wholegrain
22, 91, 157, 5355, wholegrain
18, 138, 148, 5840, wholegrain
16, 103, 153, 3360, wholegrain
21, 111, 126, 3920, wholegrain
19, 79, 146, 4224, wholegrain
24, 89, 123, 6355, wholegrain
21, 84, 163, 4521, wholegrain
23, 73, 122, 3696, wholegrain
22, 100, 153, 4251, wholegrain
19, 100, 165, 3993, wholegrain
17, 97, 168, 4205, wholegrain
20, 79, 119, 3886, wholegrain
25, 69, 93, 5143, wholegrain
23, 94, 147, 4625, wholegrain
22, 101, 152, 3828, wholegrain
20, 86, 154, 6318, wholegrain
20, 96, 151, 5616, wholegrain
23, 87, 120, 6179, wholegrain
20, 98, 161, 5148, wholegrain
19, 95, 145, 7267, wholegrain
20, 78, 169, 6160, wholegrain
18, 91, 159, 3663, wholegrain
23, 86, 189, 6720, wholegrain
20, 96, 168, 2624, wholegrain
19, 96, 156, 5480, wholegrain
20, 100, 169, 4032, wholegrain
19, 108, 173, 6800, wholegrain
20, 76, 154, 6532, wholegrain
19, 93, 145, 4148, wholegrain
19, 107, 155, 3168, wholegrain
22, 70, 109, 4560, wholegrain
24, 71, 155, 4012, wholegrain
22, 92, 163, 2800, wholegrain
17, 89, 163, 4585, wholegrain
15, 124, 146, 4176, wholegrain
21, 92, 133, 3100, wholegrain
17, 106, 151, 3663, wholegrain
21, 93, 153, 4644, wholegrain
19, 85, 162, 3366, wholegrain
18, 91, 157, 4805, wholegrain
21, 88, 173, 3616, wholegrain
20, 116, 125, 4521, wholegrain
20, 87, 144, 4836, wholegrain
23, 94, 144, 4323, wholegrain
20, 101, 141, 5652, wholegrain
18, 117, 146, 4375, wholegrain
18, 102, 152, 3193, wholegrain
20, 79, 145, 2958, wholegrain
21, 110, 114, 4750, wholegrain
18, 87, 155, 2970, wholegrain
20, 99, 162, 4340, wholegrain
20, 94, 149, 3596, wholegrain
21, 107, 159, 3286, wholegrain
17, 94, 174, 4224, wholegrain
21, 83, 147, 3750, wholegrain
20, 95, 150, 3910, wholegrain
19, 121, 145, 4544, wholegrain
20, 91, 146, 8601, wholegrain
25, 148, 19, 17576, wholegrain
22, 83, 165, 3379, wholegrain
17, 105, 158, 5640, wholegrain
19, 92, 170, 5472, wholegrain
19, 77, 181, 4445, wholegrain
19, 94, 144, 3392, wholegrain
20, 98, 146, 4488, wholegrain
20, 98, 174, 4332, wholegrain
19, 98, 149, 4995, wholegrain
20, 96, 167, 4158, wholegrain
19, 110, 125, 4824, wholegrain
20, 78, 164, 2945, wholegrain
20, 99, 147, 7011, wholegrain
19, 120, 130, 10324, wholegrain
19, 92, 136, 3597, wholegrain
21, 91, 131, 3840, wholegrain
17, 109, 150, 5661, wholegrain
20, 83, 169, 12075, wholegrain
20, 90, 148, 4795, wholegrain
18, 104, 160, 4914, wholegrain
19, 119, 157, 4716, wholegrain
20, 116, 138, 5960, wholegrain
16, 103, 138, 5510, wholegrain
20, 85, 174, 3104, wholegrain
19, 87, 162, 5265, wholegrain
18, 92, 139, 5760, wholegrain
18, 98, 159, 5291, wholegrain
21, 84, 127, 3993, wholegrain
20, 90, 148, 6105, wholegrain
20, 94, 152, 4025, wholegrain
19, 115, 144, 6194, wholegrain
22, 92, 155, 4158, wholegrain
19, 91, 137, 4641, wholegrain
21, 100, 158, 5852, wholegrain
19, 110, 165, 4309, wholegrain
21, 75, 166, 3904, wholegrain
20, 124, 132, 9180, wholegrain
20, 98, 180, 10800, wholegrain
19, 85, 182, 4323, wholegrain
19, 112, 139, 4030, wholegrain
18, 87, 167, 5694, wholegrain
20, 95, 140, 5814, wholegrain
18, 90, 130, 3920, wholegrain
18, 98, 161, 3552, wholegrain
20, 119, 159, 5880, wholegrain
20, 119, 135, 4200, wholegrain
20, 117, 140, 5838, wholegrain
18, 103, 161, 5662, wholegrain
25, 68, 128, 8322, wholegrain
22, 86, 177, 5698, wholegrain
21, 91, 160, 5538, wholegrain
18, 109, 168, 6840, wholegrain
20, 97, 116, 14833, wholegrain
20, 75, 156, 5069, wholegrain
23, 87, 167, 4200, wholegrain
23, 92, 122, 4320, wholegrain
20, 102, 115, 5075, wholegrain
16, 110, 127, 5421, wholegrain
18, 107, 172, 3330, wholegrain
19, 100, 156, 3968, wholegrain
20, 102, 140, 4500, wholegrain
21, 70, 154, 11988, wholegrain
20, 86, 169, 3696, wholegrain
19, 94, 154, 4554, wholegrain
21, 94, 149, 5076, wholegrain
20, 100, 158, 4046, wholegrain
20, 101, 179, 7140, wholegrain
20, 101, 141, 4690, wholegrain
21, 90, 128, 5772, wholegrain
18, 87, 167, 5781, wholegrain
21, 82, 153, 4180, wholegrain
20, 88, 124, 5200, wholegrain
18, 93, 113, 6200, wholegrain
20, 91, 148, 11259, wholegrain
19, 94, 176, 11680, wholegrain
19, 111, 167, 3434, wholegrain
19, 89, 149, 3710, wholegrain
19, 78, 177, 4725, wholegrain
18, 99, 147, 3535, wholegrain
19, 90, 170, 5130, wholegrain
20, 93, 145, 3193, wholegrain
23, 88, 127, 5145, wholegrain
23, 65, 106, 4500, wholegrain
65, 167, 29, 3885, wholegrain
19, 90, 173, 3904, wholegrain
20, 121, 135, 4216, wholegrain
18, 102, 153, 4921, wholegrain
19, 113, 147, 7059, wholegrain
18, 95, 143, 4410, wholegrain
22, 96, 135, 4760, wholegrain
22, 110, 158, 5382, wholegrain
20, 79, 158, 3658, wholegrain
20, 95, 153, 5291, wholegrain
18, 105, 158, 5032, wholegrain
22, 93, 154, 5617, wholegrain
21, 91, 140, 3584, wholegrain
21, 100, 146, 6191, wholegrain
19, 99, 154, 5440, wholegrain
20, 98, 162, 4601, wholegrain
23, 87, 132, 3990, wholegrain
17, 110, 149, 5776, wholegrain
20, 90, 164, 4410, wholegrain
21, 85, 135, 4510, wholegrain
20, 89, 164, 6760, wholegrain
19, 92, 150, 5145, wholegrain
20, 96, 154, 4130, wholegrain
19, 105, 119, 4318, wholegrain
17, 120, 147, 3196, wholegrain
21, 94, 130, 6396, wholegrain
19, 109, 141, 6280, wholegrain
